Time_Index,NG,None
253,5.28,0.0
254,5.28,0.0
255,5.28,0.0
256,5.28,0.0
257,5.28,0.0
258,5.28,0.0
259,5.28,0.0
260,5.28,0.0
261,5.28,0.0
262,5.28,0.0
263,5.28,0.0
264,5.28,0.0
265,5.28,0.0
266,5.28,0.0
267,5.28,0.0
268,5.28,0.0
269,5.28,0.0
270,5.28,0.0
271,5.28,0.0
272,5.28,0.0
273,5.28,0.0
274,5.28,0.0
275,5.28,0.0
276,5.28,0.0
277,5.28,0.0
278,5.28,0.0
279,5.28,0.0
280,5.28,0.0
281,5.28,0.0
282,5.28,0.0
283,5.28,0.0
284,5.28,0.0
285,5.28,0.0
286,5.28,0.0
287,5.28,0.0
288,5.28,0.0
289,5.28,0.0
290,5.28,0.0
291,5.28,0.0
292,5.28,0.0
293,5.28,0.0
294,5.28,0.0
295,5.28,0.0
296,5.28,0.0
297,5.28,0.0
298,5.28,0.0
299,5.28,0.0
300,5.28,0.0
301,5.28,0.0
302,5.28,0.0
303,5.28,0.0
304,5.28,0.0
305,5.28,0.0
306,5.28,0.0
307,5.28,0.0
308,5.28,0.0
309,5.28,0.0
310,5.28,0.0
311,5.28,0.0
312,5.28,0.0
313,5.28,0.0
314,5.28,0.0
315,5.28,0.0
316,5.28,0.0
317,5.28,0.0
318,5.28,0.0
319,5.28,0.0
320,5.28,0.0
321,5.28,0.0
322,5.28,0.0
323,5.28,0.0
324,5.28,0.0
325,5.28,0.0
326,5.28,0.0
327,5.28,0.0
328,5.28,0.0
329,5.28,0.0
330,5.28,0.0
331,5.28,0.0
332,5.28,0.0
333,5.28,0.0
334,5.28,0.0
335,5.28,0.0
336,5.28,0.0
337,5.28,0.0
338,5.28,0.0
339,5.28,0.0
340,5.28,0.0
341,5.28,0.0
342,5.28,0.0
343,5.28,0.0
344,5.28,0.0
345,5.28,0.0
346,5.28,0.0
347,5.28,0.0
348,5.28,0.0
349,5.28,0.0
350,5.28,0.0
351,5.28,0.0
352,5.28,0.0
353,5.28,0.0
354,5.28,0.0
355,5.28,0.0
356,5.28,0.0
357,5.28,0.0
358,5.28,0.0
359,5.28,0.0
360,5.28,0.0
361,5.28,0.0
362,5.28,0.0
363,5.28,0.0
364,5.28,0.0
365,5.28,0.0
366,5.28,0.0
367,5.28,0.0
368,5.28,0.0
369,5.28,0.0
370,5.28,0.0
371,5.28,0.0
372,5.28,0.0
373,5.28,0.0
374,5.28,0.0
375,5.28,0.0
376,5.28,0.0
377,5.28,0.0
378,5.28,0.0
379,5.28,0.0
380,5.28,0.0
381,5.28,0.0
382,5.28,0.0
383,5.28,0.0
384,5.28,0.0
385,5.28,0.0
386,5.28,0.0
387,5.28,0.0
388,5.28,0.0
389,5.28,0.0
390,5.28,0.0
391,5.28,0.0
392,5.28,0.0
393,5.28,0.0
394,5.28,0.0
395,5.28,0.0
396,5.28,0.0
397,5.28,0.0
398,5.28,0.0
399,5.28,0.0
400,5.28,0.0
401,5.28,0.0
402,5.28,0.0
403,5.28,0.0
404,5.28,0.0
405,5.28,0.0
406,5.28,0.0
407,5.28,0.0
408,5.28,0.0
409,5.28,0.0
410,5.28,0.0
411,5.28,0.0
412,5.28,0.0
413,5.28,0.0
414,5.28,0.0
415,5.28,0.0
416,5.28,0.0
417,5.28,0.0
418,5.28,0.0
419,5.28,0.0
420,5.28,0.0
421,5.28,0.0
422,5.28,0.0
423,5.28,0.0
424,5.28,0.0
425,5.28,0.0
426,5.28,0.0
427,5.28,0.0
428,5.28,0.0
429,5.28,0.0
430,5.28,0.0
431,5.28,0.0
432,5.28,0.0
433,5.28,0.0
434,5.28,0.0
435,5.28,0.0
436,5.28,0.0
437,5.28,0.0
438,5.28,0.0
439,5.28,0.0
440,5.28,0.0
441,5.28,0.0
442,5.28,0.0
443,5.28,0.0
444,5.28,0.0
445,5.28,0.0
446,5.28,0.0
447,5.28,0.0
448,5.28,0.0
449,5.28,0.0
450,5.28,0.0
451,5.28,0.0
452,5.28,0.0
453,5.28,0.0
454,5.28,0.0
455,5.28,0.0
456,5.28,0.0
457,5.28,0.0
458,5.28,0.0
459,5.28,0.0
460,5.28,0.0
461,5.28,0.0
462,5.28,0.0
463,5.28,0.0
464,5.28,0.0
465,5.28,0.0
466,5.28,0.0
467,5.28,0.0
468,5.28,0.0
469,5.28,0.0
470,5.28,0.0
471,5.28,0.0
472,5.28,0.0
473,5.28,0.0
474,5.28,0.0
475,5.28,0.0
476,5.28,0.0
477,5.28,0.0
478,5.28,0.0
479,5.28,0.0
480,5.28,0.0
481,5.28,0.0
482,5.28,0.0
483,5.28,0.0
484,5.28,0.0
485,5.28,0.0
486,5.28,0.0
487,5.28,0.0
488,5.28,0.0
489,5.28,0.0
490,5.28,0.0
491,5.28,0.0
492,5.28,0.0
493,5.28,0.0
494,5.28,0.0
495,5.28,0.0
496,5.28,0.0
497,5.28,0.0
498,5.28,0.0
499,5.28,0.0
500,5.28,0.0
501,5.28,0.0
502,5.28,0.0
503,5.28,0.0
504,5.28,0.0
505,5.28,0.0
506,5.28,0.0
507,5.28,0.0
508,5.28,0.0
509,5.28,0.0
510,5.28,0.0
511,5.28,0.0
512,5.28,0.0
513,5.28,0.0
514,5.28,0.0
515,5.28,0.0
516,5.28,0.0
517,5.28,0.0
518,5.28,0.0
519,5.28,0.0
520,5.28,0.0
521,5.28,0.0
522,5.28,0.0
523,5.28,0.0
524,5.28,0.0
525,5.28,0.0
526,5.28,0.0
527,5.28,0.0
528,5.28,0.0
529,5.28,0.0
530,5.28,0.0
531,5.28,0.0
532,5.28,0.0
533,5.28,0.0
534,5.28,0.0
535,5.28,0.0
536,5.28,0.0
537,5.28,0.0
538,5.28,0.0
539,5.28,0.0
540,5.28,0.0
541,5.28,0.0
542,5.28,0.0
543,5.28,0.0
544,5.28,0.0
545,5.28,0.0
546,5.28,0.0
547,5.28,0.0
548,5.28,0.0
549,5.28,0.0
550,5.28,0.0
551,5.28,0.0
552,5.28,0.0
553,5.28,0.0
554,5.28,0.0
555,5.28,0.0
556,5.28,0.0
557,5.28,0.0
558,5.28,0.0
559,5.28,0.0
560,5.28,0.0
561,5.28,0.0
562,5.28,0.0
563,5.28,0.0
564,5.28,0.0
565,5.28,0.0
566,5.28,0.0
567,5.28,0.0
568,5.28,0.0
569,5.28,0.0
570,5.28,0.0
571,5.28,0.0
572,5.28,0.0
573,5.28,0.0
574,5.28,0.0
575,5.28,0.0
576,5.28,0.0
577,5.28,0.0
578,5.28,0.0
579,5.28,0.0
580,5.28,0.0
581,5.28,0.0
582,5.28,0.0
583,5.28,0.0
584,5.28,0.0
585,5.28,0.0
586,5.28,0.0
587,5.28,0.0
588,5.28,0.0
589,5.28,0.0
590,5.28,0.0
591,5.28,0.0
592,5.28,0.0
593,5.28,0.0
594,5.28,0.0
595,5.28,0.0
596,5.28,0.0
597,5.28,0.0
598,5.28,0.0
599,5.28,0.0
600,5.28,0.0
601,5.28,0.0
602,5.28,0.0
603,5.28,0.0
604,5.28,0.0
605,5.28,0.0
606,5.28,0.0
607,5.28,0.0
608,5.28,0.0
609,5.28,0.0
610,5.28,0.0
611,5.28,0.0
612,5.28,0.0
613,5.28,0.0
614,5.28,0.0
615,5.28,0.0
616,5.28,0.0
617,5.28,0.0
618,5.28,0.0
619,5.28,0.0
620,5.28,0.0
621,5.28,0.0
622,5.28,0.0
623,5.28,0.0
624,5.28,0.0
625,5.28,0.0
626,5.28,0.0
627,5.28,0.0
628,5.28,0.0
629,5.28,0.0
630,5.28,0.0
631,5.28,0.0
632,5.28,0.0
633,5.28,0.0
634,5.28,0.0
635,5.28,0.0
636,5.28,0.0
637,5.28,0.0
638,5.28,0.0
639,5.28,0.0
640,5.28,0.0
641,5.28,0.0
642,5.28,0.0
643,5.28,0.0
644,5.28,0.0
645,5.28,0.0
646,5.28,0.0
647,5.28,0.0
648,5.28,0.0
649,5.28,0.0
650,5.28,0.0
651,5.28,0.0
652,5.28,0.0
653,5.28,0.0
654,5.28,0.0
655,5.28,0.0
656,5.28,0.0
657,5.28,0.0
658,5.28,0.0
659,5.28,0.0
660,5.28,0.0
661,5.28,0.0
662,5.28,0.0
663,5.28,0.0
664,5.28,0.0
665,5.28,0.0
666,5.28,0.0
667,5.28,0.0
668,5.28,0.0
669,5.28,0.0
670,5.28,0.0
671,5.28,0.0
672,5.28,0.0
673,5.28,0.0
674,5.28,0.0
675,5.28,0.0
676,5.28,0.0
677,5.28,0.0
678,5.28,0.0
679,5.28,0.0
680,5.28,0.0
681,5.28,0.0
682,5.28,0.0
683,5.28,0.0
684,5.28,0.0
685,5.28,0.0
686,5.28,0.0
687,5.28,0.0
688,5.28,0.0
689,5.28,0.0
690,5.28,0.0
691,5.28,0.0
692,5.28,0.0
693,5.28,0.0
694,5.28,0.0
695,5.28,0.0
696,5.28,0.0
697,5.28,0.0
698,5.28,0.0
699,5.28,0.0
700,5.28,0.0
701,5.28,0.0
702,5.28,0.0
703,5.28,0.0
704,5.28,0.0
705,5.28,0.0
706,5.28,0.0
707,5.28,0.0
708,5.28,0.0
709,5.28,0.0
710,5.28,0.0
711,5.28,0.0
712,5.28,0.0
713,5.28,0.0
714,5.28,0.0
715,5.28,0.0
716,5.28,0.0
717,5.28,0.0
718,5.28,0.0
719,5.28,0.0
720,5.28,0.0
721,5.28,0.0
722,5.28,0.0
723,5.28,0.0
724,5.28,0.0
725,5.28,0.0
726,5.28,0.0
727,5.28,0.0
728,5.28,0.0
729,5.28,0.0
730,5.28,0.0
731,5.28,0.0
732,5.28,0.0
733,5.28,0.0
734,5.28,0.0
735,5.28,0.0
736,5.28,0.0
737,5.28,0.0
738,5.28,0.0
739,5.28,0.0
740,5.28,0.0
741,5.28,0.0
742,5.28,0.0
743,5.28,0.0
744,5.28,0.0
745,3.98,0.0
746,3.98,0.0
747,3.98,0.0
748,3.98,0.0
749,3.98,0.0
750,3.98,0.0
751,3.98,0.0
752,3.98,0.0
753,3.98,0.0
754,3.98,0.0
755,3.98,0.0
756,3.98,0.0
757,3.98,0.0
758,3.98,0.0
759,3.98,0.0
760,3.98,0.0
761,3.98,0.0
762,3.98,0.0
763,3.98,0.0
764,3.98,0.0
765,3.98,0.0
766,3.98,0.0
767,3.98,0.0
768,3.98,0.0
769,3.98,0.0
770,3.98,0.0
771,3.98,0.0
772,3.98,0.0
773,3.98,0.0
774,3.98,0.0
775,3.98,0.0
776,3.98,0.0
777,3.98,0.0
778,3.98,0.0
779,3.98,0.0
780,3.98,0.0
781,3.98,0.0
782,3.98,0.0
783,3.98,0.0
784,3.98,0.0
785,3.98,0.0
786,3.98,0.0
787,3.98,0.0
788,3.98,0.0
789,3.98,0.0
790,3.98,0.0
791,3.98,0.0
792,3.98,0.0
793,3.98,0.0
794,3.98,0.0
795,3.98,0.0
796,3.98,0.0
797,3.98,0.0
798,3.98,0.0
799,3.98,0.0
800,3.98,0.0
801,3.98,0.0
802,3.98,0.0
803,3.98,0.0
804,3.98,0.0
805,3.98,0.0
806,3.98,0.0
807,3.98,0.0
808,3.98,0.0
809,3.98,0.0
810,3.98,0.0
811,3.98,0.0
812,3.98,0.0
813,3.98,0.0
814,3.98,0.0
815,3.98,0.0
816,3.98,0.0
817,3.98,0.0
818,3.98,0.0
819,3.98,0.0
820,3.98,0.0
821,3.98,0.0
822,3.98,0.0
823,3.98,0.0
824,3.98,0.0
825,3.98,0.0
826,3.98,0.0
827,3.98,0.0
828,3.98,0.0
829,3.98,0.0
830,3.98,0.0
831,3.98,0.0
832,3.98,0.0
833,3.98,0.0
834,3.98,0.0
835,3.98,0.0
836,3.98,0.0
837,3.98,0.0
838,3.98,0.0
839,3.98,0.0
840,3.98,0.0
841,3.98,0.0
842,3.98,0.0
843,3.98,0.0
844,3.98,0.0
845,3.98,0.0
846,3.98,0.0
847,3.98,0.0
848,3.98,0.0
849,3.98,0.0
850,3.98,0.0
851,3.98,0.0
852,3.98,0.0
853,3.98,0.0
854,3.98,0.0
855,3.98,0.0
856,3.98,0.0
857,3.98,0.0
858,3.98,0.0
859,3.98,0.0
860,3.98,0.0
861,3.98,0.0
862,3.98,0.0
863,3.98,0.0
864,3.98,0.0
865,3.98,0.0
866,3.98,0.0
867,3.98,0.0
868,3.98,0.0
869,3.98,0.0
870,3.98,0.0
871,3.98,0.0
872,3.98,0.0
873,3.98,0.0
874,3.98,0.0
875,3.98,0.0
876,3.98,0.0
877,3.98,0.0
878,3.98,0.0
879,3.98,0.0
880,3.98,0.0
881,3.98,0.0
882,3.98,0.0
883,3.98,0.0
884,3.98,0.0
885,3.98,0.0
886,3.98,0.0
887,3.98,0.0
888,3.98,0.0
889,3.98,0.0
890,3.98,0.0
891,3.98,0.0
892,3.98,0.0
893,3.98,0.0
894,3.98,0.0
895,3.98,0.0
896,3.98,0.0
897,3.98,0.0
898,3.98,0.0
899,3.98,0.0
900,3.98,0.0
901,3.98,0.0
902,3.98,0.0
903,3.98,0.0
904,3.98,0.0
905,3.98,0.0
906,3.98,0.0
907,3.98,0.0
908,3.98,0.0
909,3.98,0.0
910,3.98,0.0
911,3.98,0.0
912,3.98,0.0
913,3.98,0.0
914,3.98,0.0
915,3.98,0.0
916,3.98,0.0
917,3.98,0.0
918,3.98,0.0
919,3.98,0.0
920,3.98,0.0
921,3.98,0.0
922,3.98,0.0
923,3.98,0.0
924,3.98,0.0
925,3.98,0.0
926,3.98,0.0
927,3.98,0.0
928,3.98,0.0
929,3.98,0.0
930,3.98,0.0
931,3.98,0.0
932,3.98,0.0
933,3.98,0.0
934,3.98,0.0
935,3.98,0.0
936,3.98,0.0
937,3.98,0.0
938,3.98,0.0
939,3.98,0.0
940,3.98,0.0
941,3.98,0.0
942,3.98,0.0
943,3.98,0.0
944,3.98,0.0
945,3.98,0.0
946,3.98,0.0
947,3.98,0.0
948,3.98,0.0
949,3.98,0.0
950,3.98,0.0
951,3.98,0.0
952,3.98,0.0
953,3.98,0.0
954,3.98,0.0
955,3.98,0.0
956,3.98,0.0
957,3.98,0.0
958,3.98,0.0
959,3.98,0.0
960,3.98,0.0
961,3.98,0.0
962,3.98,0.0
963,3.98,0.0
964,3.98,0.0
965,3.98,0.0
966,3.98,0.0
967,3.98,0.0
968,3.98,0.0
969,3.98,0.0
970,3.98,0.0
971,3.98,0.0
972,3.98,0.0
973,3.98,0.0
974,3.98,0.0
975,3.98,0.0
976,3.98,0.0
977,3.98,0.0
978,3.98,0.0
979,3.98,0.0
980,3.98,0.0
981,3.98,0.0
982,3.98,0.0
983,3.98,0.0
984,3.98,0.0
985,3.98,0.0
986,3.98,0.0
987,3.98,0.0
988,3.98,0.0
989,3.98,0.0
990,3.98,0.0
991,3.98,0.0
992,3.98,0.0
993,3.98,0.0
994,3.98,0.0
995,3.98,0.0
996,3.98,0.0
997,3.98,0.0
998,3.98,0.0
999,3.98,0.0
1000,3.98,0.0
1001,3.98,0.0
1002,3.98,0.0
1003,3.98,0.0
1004,3.98,0.0
1005,3.98,0.0
1006,3.98,0.0
1007,3.98,0.0
1008,3.98,0.0
1009,3.98,0.0
1010,3.98,0.0
1011,3.98,0.0
1012,3.98,0.0
1013,3.98,0.0
1014,3.98,0.0
1015,3.98,0.0
1016,3.98,0.0
1017,3.98,0.0
1018,3.98,0.0
1019,3.98,0.0
1020,3.98,0.0
1021,3.98,0.0
1022,3.98,0.0
1023,3.98,0.0
1024,3.98,0.0
1025,3.98,0.0
1026,3.98,0.0
1027,3.98,0.0
1028,3.98,0.0
1029,3.98,0.0
1030,3.98,0.0
1031,3.98,0.0
1032,3.98,0.0
1033,3.98,0.0
1034,3.98,0.0
1035,3.98,0.0
1036,3.98,0.0
1037,3.98,0.0
1038,3.98,0.0
1039,3.98,0.0
1040,3.98,0.0
1041,3.98,0.0
1042,3.98,0.0
1043,3.98,0.0
1044,3.98,0.0
1045,3.98,0.0
1046,3.98,0.0
1047,3.98,0.0
1048,3.98,0.0
1049,3.98,0.0
1050,3.98,0.0
1051,3.98,0.0
1052,3.98,0.0
1053,3.98,0.0
1054,3.98,0.0
1055,3.98,0.0
1056,3.98,0.0
1057,3.98,0.0
1058,3.98,0.0
1059,3.98,0.0
1060,3.98,0.0
1061,3.98,0.0
1062,3.98,0.0
1063,3.98,0.0
1064,3.98,0.0
1065,3.98,0.0
1066,3.98,0.0
1067,3.98,0.0
1068,3.98,0.0
1069,3.98,0.0
1070,3.98,0.0
1071,3.98,0.0
1072,3.98,0.0
1073,3.98,0.0
1074,3.98,0.0
1075,3.98,0.0
1076,3.98,0.0
1077,3.98,0.0
1078,3.98,0.0
1079,3.98,0.0
1080,3.98,0.0
1081,3.98,0.0
1082,3.98,0.0
1083,3.98,0.0
1084,3.98,0.0
1085,3.98,0.0
1086,3.98,0.0
1087,3.98,0.0
1088,3.98,0.0
1089,3.98,0.0
1090,3.98,0.0
1091,3.98,0.0
1092,3.98,0.0
1093,3.98,0.0
1094,3.98,0.0
1095,3.98,0.0
1096,3.98,0.0
1097,3.98,0.0
1098,3.98,0.0
1099,3.98,0.0
1100,3.98,0.0
1101,3.98,0.0
1102,3.98,0.0
1103,3.98,0.0
1104,3.98,0.0
1105,3.98,0.0
1106,3.98,0.0
1107,3.98,0.0
1108,3.98,0.0
1109,3.98,0.0
1110,3.98,0.0
1111,3.98,0.0
1112,3.98,0.0
1113,3.98,0.0
1114,3.98,0.0
1115,3.98,0.0
1116,3.98,0.0
1117,3.98,0.0
1118,3.98,0.0
1119,3.98,0.0
1120,3.98,0.0
1121,3.98,0.0
1122,3.98,0.0
1123,3.98,0.0
1124,3.98,0.0
1125,3.98,0.0
1126,3.98,0.0
1127,3.98,0.0
1128,3.98,0.0
1129,3.98,0.0
1130,3.98,0.0
1131,3.98,0.0
1132,3.98,0.0
1133,3.98,0.0
1134,3.98,0.0
1135,3.98,0.0
1136,3.98,0.0
1137,3.98,0.0
1138,3.98,0.0
1139,3.98,0.0
1140,3.98,0.0
1141,3.98,0.0
1142,3.98,0.0
1143,3.98,0.0
1144,3.98,0.0
1145,3.98,0.0
1146,3.98,0.0
1147,3.98,0.0
1148,3.98,0.0
1149,3.98,0.0
1150,3.98,0.0
1151,3.98,0.0
1152,3.98,0.0
1153,3.98,0.0
1154,3.98,0.0
1155,3.98,0.0
1156,3.98,0.0
1157,3.98,0.0
1158,3.98,0.0
1159,3.98,0.0
1160,3.98,0.0
1161,3.98,0.0
1162,3.98,0.0
1163,3.98,0.0
1164,3.98,0.0
1165,3.98,0.0
1166,3.98,0.0
1167,3.98,0.0
1168,3.98,0.0
1169,3.98,0.0
1170,3.98,0.0
1171,3.98,0.0
1172,3.98,0.0
1173,3.98,0.0
1174,3.98,0.0
1175,3.98,0.0
1176,3.98,0.0
1177,3.98,0.0
1178,3.98,0.0
1179,3.98,0.0
1180,3.98,0.0
1181,3.98,0.0
1182,3.98,0.0
1183,3.98,0.0
1184,3.98,0.0
1185,3.98,0.0
1186,3.98,0.0
1187,3.98,0.0
1188,3.98,0.0
1189,3.98,0.0
1190,3.98,0.0
1191,3.98,0.0
1192,3.98,0.0
1193,3.98,0.0
1194,3.98,0.0
1195,3.98,0.0
1196,3.98,0.0
1197,3.98,0.0
1198,3.98,0.0
1199,3.98,0.0
1200,3.98,0.0
1201,3.98,0.0
1202,3.98,0.0
1203,3.98,0.0
1204,3.98,0.0
1205,3.98,0.0
1206,3.98,0.0
1207,3.98,0.0
1208,3.98,0.0
1209,3.98,0.0
1210,3.98,0.0
1211,3.98,0.0
1212,3.98,0.0
1213,3.98,0.0
1214,3.98,0.0
1215,3.98,0.0
1216,3.98,0.0
1217,3.98,0.0
1218,3.98,0.0
1219,3.98,0.0
1220,3.98,0.0
1221,3.98,0.0
1222,3.98,0.0
1223,3.98,0.0
1224,3.98,0.0
1225,3.98,0.0
1226,3.98,0.0
1227,3.98,0.0
1228,3.98,0.0
1229,3.98,0.0
1230,3.98,0.0
1231,3.98,0.0
1232,3.98,0.0
1233,3.98,0.0
1234,3.98,0.0
1235,3.98,0.0
1236,3.98,0.0
1237,3.98,0.0
1238,3.98,0.0
1239,3.98,0.0
1240,3.98,0.0
1241,3.98,0.0
1242,3.98,0.0
1243,3.98,0.0
1244,3.98,0.0
1245,3.98,0.0
1246,3.98,0.0
1247,3.98,0.0
1248,3.98,0.0
1249,3.98,0.0
1250,3.98,0.0
1251,3.98,0.0
1252,3.98,0.0
1253,3.98,0.0
1254,3.98,0.0
1255,3.98,0.0
1256,3.98,0.0
1257,3.98,0.0
1258,3.98,0.0
1259,3.98,0.0
1260,3.98,0.0
1261,3.98,0.0
1262,3.98,0.0
1263,3.98,0.0
1264,3.98,0.0
1265,3.98,0.0
1266,3.98,0.0
1267,3.98,0.0
1268,3.98,0.0
1269,3.98,0.0
1270,3.98,0.0
1271,3.98,0.0
1272,3.98,0.0
1273,3.98,0.0
1274,3.98,0.0
1275,3.98,0.0
1276,3.98,0.0
1277,3.98,0.0
1278,3.98,0.0
1279,3.98,0.0
1280,3.98,0.0
1281,3.98,0.0
1282,3.98,0.0
1283,3.98,0.0
1284,3.98,0.0
1285,3.98,0.0
1286,3.98,0.0
1287,3.98,0.0
1288,3.98,0.0
1289,3.98,0.0
1290,3.98,0.0
1291,3.98,0.0
1292,3.98,0.0
1293,3.98,0.0
1294,3.98,0.0
1295,3.98,0.0
1296,3.98,0.0
1297,3.98,0.0
1298,3.98,0.0
1299,3.98,0.0
1300,3.98,0.0
1301,3.98,0.0
1302,3.98,0.0
1303,3.98,0.0
1304,3.98,0.0
1305,3.98,0.0
1306,3.98,0.0
1307,3.98,0.0
1308,3.98,0.0
1309,3.98,0.0
1310,3.98,0.0
1311,3.98,0.0
1312,3.98,0.0
1313,3.98,0.0
1314,3.98,0.0
1315,3.98,0.0
1316,3.98,0.0
1317,3.98,0.0
1318,3.98,0.0
1319,3.98,0.0
1320,3.98,0.0
1321,3.98,0.0
1322,3.98,0.0
1323,3.98,0.0
1324,3.98,0.0
1325,3.98,0.0
1326,3.98,0.0
1327,3.98,0.0
1328,3.98,0.0
1329,3.98,0.0
1330,3.98,0.0
1331,3.98,0.0
1332,3.98,0.0
1333,3.98,0.0
1334,3.98,0.0
1335,3.98,0.0
1336,3.98,0.0
1337,3.98,0.0
1338,3.98,0.0
1339,3.98,0.0
1340,3.98,0.0
1341,3.98,0.0
1342,3.98,0.0
1343,3.98,0.0
1344,3.98,0.0
1345,3.98,0.0
1346,3.98,0.0
1347,3.98,0.0
1348,3.98,0.0
1349,3.98,0.0
1350,3.98,0.0
1351,3.98,0.0
1352,3.98,0.0
1353,3.98,0.0
1354,3.98,0.0
1355,3.98,0.0
1356,3.98,0.0
1357,3.98,0.0
1358,3.98,0.0
1359,3.98,0.0
1360,3.98,0.0
